lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
1542,2024-05-15,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Venda Fechada,237.57,2024-06-11,
1543,2025-07-29,Consumidor Final (B2C),Brinquedos,Indicação,Mariana Alves,Campo Grande,Perdido,331.12,2025-08-10,Concorrente
1544,2024-01-25,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Ana Ribeiro,Ponta Porã,Venda Fechada,300.49,2024-01-28,
1545,2025-08-24,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Fernanda Lima,Campo Grande,Perdido,8654.23,2025-09-12,Concorrente
1546,2025-06-10,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Fernanda Lima,Ponta Porã,Proposta Enviada,322.52,,
1547,2024-10-15,Consumidor Final (B2C),Eletrônicos,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,280.32,2024-11-09,
1548,2025-09-14,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,Mariana Alves,Ponta Porã,Qualificado,6043.81,,
1549,2025-10-15,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Campo Grande,Lead,12567.06,,
1550,2024-05-03,Consumidor Final (B2C),Moda e Vestuário,Indicação,Ana Ribeiro,Campo Grande,Perdido,202.31,2024-05-10,Sem retorno
1551,2024-09-29,Consumidor Final (B2C),Ferramentas,E-commerce,Fernanda Lima,Campo Grande,Perdido,384.28,2024-10-14,Fora do orçamento (B2B)
1552,2025-02-08,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Ponta Porã,Perdido,451.03,2025-02-27,Prazo de entrega incompatível
1553,2025-09-27,Consumidor Final (B2C),Eletrônicos,Loja Física,Rafael Torres,Corumbá,Perdido,503.32,2025-09-28,Sem retorno
1554,2025-06-12,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Rafael Torres,Três Lagoas,Perdido,300.04,2025-06-18,Prazo de entrega incompatível
1555,2024-04-26,Consumidor Final (B2C),Casa e Decoração,Loja Física,João Pedro,Campo Grande,Perdido,331.23,2024-05-13,Desistência da compra
1556,2024-01-06,Consumidor Final (B2C),Ferramentas,Indicação,Ana Ribeiro,Campo Grande,Venda Fechada,304.67,2024-01-21,
1557,2024-06-20,Consumidor Final (B2C),Ferramentas,Loja Física,Rafael Torres,Dourados,Perdido,216.58,2024-06-23,Desistência da compra
1558,2024-06-04,Conta Corporativa (B2B),Casa e Decoração,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Venda Fechada,12666.32,2024-06-19,
1559,2025-04-11,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Ana Ribeiro,Corumbá,Perdido,564.36,2025-04-12,Prazo de entrega incompatível
1560,2024-09-07,Consumidor Final (B2C),Eletrônicos,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,180.23,2024-09-18,
1561,2025-04-22,Consumidor Final (B2C),Brinquedos,Google Ads,Mariana Alves,Corumbá,Qualificado,367.92,,
1562,2025-09-19,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Fernanda Lima,Ponta Porã,Venda Fechada,97.87,2025-09-20,
1563,2025-11-03,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Dourados,Perdido,321.32,2025-11-18,Prazo de entrega incompatível
1564,2024-01-28,Conta Corporativa (B2B),Eletrônicos,Loja Física,Carlos Souza,Campo Grande,Proposta Enviada,4333.06,,
1565,2024-11-13,Consumidor Final (B2C),Eletrônicos,Marketplace,João Pedro,Corumbá,Perdido,318.61,2024-11-16,Desistência da compra
1566,2024-07-25,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Rafael Torres,Campo Grande,Venda Fechada,231.74,2024-08-06,
1567,2025-01-23,Conta Corporativa (B2B),Utilidades Domésticas,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,6846.03,2025-01-26,Preço
1568,2024-08-06,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Rafael Torres,Dourados,Venda Fechada,176.27,2024-08-28,
1569,2024-05-12,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Campo Grande,Lead,524.68,,
1570,2024-01-24,Consumidor Final (B2C),Brinquedos,Marketplace,Carlos Souza,Campo Grande,Perdido,350.17,2024-01-29,Sem retorno
1571,2025-03-13,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Ponta Porã,Venda Fechada,226.81,2025-03-25,
1572,2024-02-20,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,João Pedro,Campo Grande,Perdido,377.7,2024-03-03,Desistência da compra
1573,2024-08-28,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Ana Ribeiro,Três Lagoas,Perdido,282.11,2024-09-11,Sem retorno
1574,2025-05-01,Consumidor Final (B2C),Eletrônicos,Loja Física,Mariana Alves,Três Lagoas,Perdido,185.22,2025-05-07,Fora do orçamento (B2B)
1575,2025-05-16,Consumidor Final (B2C),Móveis,Loja Física,Ana Ribeiro,Ponta Porã,Perdido,238.33,2025-05-31,Prazo de entrega incompatível
1576,2025-02-10,Conta Corporativa (B2B),Móveis,Loja Física,João Pedro,Campo Grande,Venda Fechada,8556.38,2025-03-09,
1577,2024-09-02,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Ana Ribeiro,Corumbá,Venda Fechada,289.54,2024-09-11,
1578,2024-12-24,Consumidor Final (B2C),Moda e Vestuário,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Perdido,403.84,2025-01-09,Prazo de entrega incompatível
1579,2025-04-17,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Mariana Alves,Três Lagoas,Perdido,315.01,2025-05-06,Prazo de entrega incompatível
1580,2024-03-26,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Carlos Souza,Ponta Porã,Qualificado,307.05,,
1581,2024-10-02,Consumidor Final (B2C),Ferramentas,Marketplace,Carlos Souza,Campo Grande,Perdido,243.41,2024-10-08,Preço
1582,2024-08-18,Consumidor Final (B2C),Brinquedos,Indicação,Mariana Alves,Campo Grande,Proposta Enviada,223.71,,
1583,2024-02-02,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Rafael Torres,Três Lagoas,Lead,223.43,,
1584,2025-04-10,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Fernanda Lima,Campo Grande,Perdido,363.28,2025-04-22,Sem retorno
1585,2024-12-29,Consumidor Final (B2C),Brinquedos,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,239.49,2025-01-07,
1586,2025-04-18,Consumidor Final (B2C),Ferramentas,Marketplace,João Pedro,Dourados,Perdido,264.22,2025-05-05,Preço
1587,2025-03-19,Consumidor Final (B2C),Casa e Decoração,E-commerce,Fernanda Lima,Três Lagoas,Venda Fechada,250.27,2025-04-16,
1588,2024-09-10,Consumidor Final (B2C),Moda e Vestuário,Loja Física,João Pedro,Ponta Porã,Perdido,272.07,2024-09-24,Desistência da compra
1589,2024-11-29,Conta Corporativa (B2B),Moda e Vestuário,Google Ads,Carlos Souza,Campo Grande,Perdido,7508.37,2024-12-17,Desistência da compra
1590,2025-12-06,Conta Corporativa (B2B),Papelaria e Escritório,Instagram/Redes Sociais,Mariana Alves,Dourados,Perdido,4096.25,2025-12-25,Sem retorno
1591,2024-07-17,Conta Corporativa (B2B),Eletrônicos,E-commerce,Mariana Alves,Campo Grande,Perdido,12365.31,2024-07-26,Desistência da compra
1592,2024-05-21,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Carlos Souza,Ponta Porã,Venda Fechada,305.67,2024-06-05,
1593,2024-08-18,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Campo Grande,Venda Fechada,358.02,2024-08-20,
1594,2025-08-03,Consumidor Final (B2C),Ferramentas,Indicação,Mariana Alves,Três Lagoas,Perdido,213.61,2025-08-04,Fora do orçamento (B2B)
1595,2024-05-13,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Carlos Souza,Dourados,Venda Fechada,248.83,2024-05-17,
1596,2024-06-20,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Dourados,Qualificado,398.61,,
1597,2024-02-21,Consumidor Final (B2C),Móveis,Marketplace,Fernanda Lima,Campo Grande,Perdido,308.34,2024-03-02,Concorrente
1598,2024-01-13,Consumidor Final (B2C),Brinquedos,Marketplace,Fernanda Lima,Ponta Porã,Venda Fechada,269.84,2024-02-11,
1599,2024-05-12,Consumidor Final (B2C),Brinquedos,E-commerce,João Pedro,Campo Grande,Perdido,414.67,2024-05-17,Fora do orçamento (B2B)
1600,2024-08-08,Consumidor Final (B2C),Eletrônicos,Google Ads,Rafael Torres,Corumbá,Lead,338.72,,
1601,2024-07-21,Consumidor Final (B2C),Ferramentas,Loja Física,João Pedro,Corumbá,Perdido,250.59,2024-08-07,Fora do orçamento (B2B)
1602,2024-06-14,Consumidor Final (B2C),Brinquedos,Marketplace,Fernanda Lima,Dourados,Venda Fechada,437.25,2024-07-07,
1603,2024-01-14,Conta Corporativa (B2B),Utilidades Domésticas,Loja Física,Ana Ribeiro,Campo Grande,Venda Fechada,8411.55,2024-02-03,
1604,2025-06-01,Conta Corporativa (B2B),Eletrônicos,Indicação,Mariana Alves,Corumbá,Venda Fechada,7395.62,2025-06-11,
1605,2025-12-13,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Campo Grande,Perdido,348.56,2025-12-15,Concorrente
1606,2025-06-25,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,416.89,2025-07-12,Desistência da compra
1607,2025-04-01,Consumidor Final (B2C),Eletrônicos,E-commerce,Mariana Alves,Ponta Porã,Perdido,346.56,2025-04-08,Sem retorno
1608,2025-01-26,Consumidor Final (B2C),Casa e Decoração,Loja Física,João Pedro,Três Lagoas,Perdido,211.4,2025-02-04,Concorrente
1609,2024-09-20,Consumidor Final (B2C),Moda e Vestuário,Indicação,Ana Ribeiro,Campo Grande,Perdido,232.53,2024-10-02,Concorrente
1610,2024-12-15,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Carlos Souza,Três Lagoas,Venda Fechada,371.61,2025-01-02,
1611,2025-09-27,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Lead,374.61,,
1612,2024-05-15,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,9782.03,2024-05-29,Sem retorno
1613,2025-05-03,Consumidor Final (B2C),Eletrônicos,E-commerce,Carlos Souza,Campo Grande,Qualificado,336.82,,
1614,2025-12-01,Consumidor Final (B2C),Ferramentas,Indicação,João Pedro,Campo Grande,Lead,187.73,,
1615,2024-11-13,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,João Pedro,Campo Grande,Perdido,227.06,2024-11-26,Preço
1616,2025-10-19,Consumidor Final (B2C),Móveis,E-commerce,Fernanda Lima,Dourados,Lead,303.45,,
1617,2024-08-15,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Ponta Porã,Venda Fechada,495.49,2024-09-03,
1618,2025-05-02,Consumidor Final (B2C),Eletrônicos,E-commerce,Carlos Souza,Corumbá,Venda Fechada,280.23,2025-05-11,
1619,2025-11-12,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Venda Fechada,158.96,2025-11-29,
1620,2025-04-08,Consumidor Final (B2C),Casa e Decoração,E-commerce,Fernanda Lima,Três Lagoas,Perdido,363.25,2025-04-13,Preço
1621,2025-10-08,Consumidor Final (B2C),Casa e Decoração,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,434.7,2025-11-03,
1622,2024-06-24,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Ana Ribeiro,Dourados,Lead,393.44,,
1623,2025-06-10,Consumidor Final (B2C),Brinquedos,Vendedor Externo (B2B),Mariana Alves,Corumbá,Perdido,508.22,2025-06-16,Concorrente
1624,2024-01-17,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Carlos Souza,Dourados,Perdido,355.53,2024-01-24,Concorrente
1625,2024-06-09,Conta Corporativa (B2B),Moda e Vestuário,Marketplace,Ana Ribeiro,Dourados,Perdido,5837.42,2024-06-21,Preço
1626,2025-05-19,Consumidor Final (B2C),Eletrônicos,Google Ads,João Pedro,Campo Grande,Venda Fechada,448.54,2025-06-14,
1627,2024-06-12,Consumidor Final (B2C),Eletrônicos,Loja Física,Mariana Alves,Dourados,Perdido,370.53,2024-06-30,Desistência da compra
1628,2025-01-07,Consumidor Final (B2C),Casa e Decoração,Loja Física,Rafael Torres,Campo Grande,Perdido,277.96,2025-01-22,Preço
1629,2025-08-11,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Ana Ribeiro,Campo Grande,Qualificado,409.59,,
1630,2025-11-15,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Ana Ribeiro,Ponta Porã,Perdido,251.83,2025-12-03,Fora do orçamento (B2B)
1631,2024-11-29,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,João Pedro,Campo Grande,Qualificado,263.84,,
1632,2025-08-04,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Fernanda Lima,Campo Grande,Perdido,335.34,2025-08-19,Prazo de entrega incompatível
1633,2025-02-11,Consumidor Final (B2C),Casa e Decoração,Marketplace,João Pedro,Campo Grande,Lead,347.95,,
1634,2025-05-22,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Mariana Alves,Campo Grande,Venda Fechada,219.63,2025-06-09,
1635,2025-06-01,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Fernanda Lima,Dourados,Perdido,496.72,2025-06-20,Prazo de entrega incompatível
1636,2024-11-24,Conta Corporativa (B2B),Papelaria e Escritório,Indicação,Ana Ribeiro,Campo Grande,Proposta Enviada,9237.35,,
1637,2025-08-23,Consumidor Final (B2C),Ferramentas,Loja Física,Mariana Alves,Corumbá,Venda Fechada,323.28,2025-09-19,
1638,2024-11-19,Consumidor Final (B2C),Casa e Decoração,Marketplace,Fernanda Lima,Ponta Porã,Perdido,172.29,2024-12-07,Prazo de entrega incompatível
1639,2024-02-05,Conta Corporativa (B2B),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Dourados,Perdido,8864.25,2024-02-24,Desistência da compra
1640,2025-02-06,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Mariana Alves,Campo Grande,Perdido,358.57,2025-02-13,Concorrente
1641,2025-01-23,Conta Corporativa (B2B),Papelaria e Escritório,Instagram/Redes Sociais,Carlos Souza,Campo Grande,Perdido,10205.53,2025-01-28,Desistência da compra
1642,2024-02-17,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Carlos Souza,Campo Grande,Qualificado,349.18,,
1643,2024-03-22,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Venda Fechada,322.9,2024-04-11,
1644,2025-04-06,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Campo Grande,Lead,239.56,,
1645,2025-10-21,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Fernanda Lima,Campo Grande,Qualificado,10766.02,,
1646,2024-05-09,Conta Corporativa (B2B),Beleza e Higiene,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,12313.31,2024-05-27,
1647,2025-05-28,Consumidor Final (B2C),Casa e Decoração,Google Ads,Fernanda Lima,Campo Grande,Venda Fechada,348.26,2025-05-31,
1648,2024-05-11,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Rafael Torres,Dourados,Perdido,259.2,2024-05-28,Prazo de entrega incompatível
1649,2025-08-17,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Carlos Souza,Campo Grande,Venda Fechada,413.56,2025-09-04,
1650,2024-09-24,Consumidor Final (B2C),Eletrônicos,Loja Física,Ana Ribeiro,Campo Grande,Perdido,243.33,2024-10-11,Preço
1651,2024-05-02,Conta Corporativa (B2B),Beleza e Higiene,Indicação,Rafael Torres,Dourados,Perdido,8180.93,2024-05-18,Fora do orçamento (B2B)
1652,2024-07-14,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Mariana Alves,Ponta Porã,Perdido,8232.28,2024-07-30,Prazo de entrega incompatível
1653,2024-01-15,Consumidor Final (B2C),Casa e Decoração,Loja Física,Rafael Torres,Ponta Porã,Proposta Enviada,499.47,,
1654,2024-01-28,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Mariana Alves,Dourados,Qualificado,339.49,,
1655,2024-01-29,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Três Lagoas,Perdido,328.49,2024-01-31,Desistência da compra
1656,2025-02-10,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Rafael Torres,Corumbá,Venda Fechada,187.43,2025-02-24,
1657,2025-05-12,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,12713.48,2025-05-14,
1658,2025-10-20,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Carlos Souza,Dourados,Venda Fechada,304.13,2025-11-04,
1659,2025-08-06,Consumidor Final (B2C),Móveis,Marketplace,Ana Ribeiro,Ponta Porã,Perdido,255.81,2025-08-23,Prazo de entrega incompatível
1660,2024-09-17,Consumidor Final (B2C),Beleza e Higiene,Loja Física,João Pedro,Ponta Porã,Qualificado,340.37,,
1661,2025-10-24,Consumidor Final (B2C),Casa e Decoração,Marketplace,Rafael Torres,Corumbá,Venda Fechada,219.63,2025-11-13,
1662,2025-10-31,Consumidor Final (B2C),Eletrônicos,E-commerce,Fernanda Lima,Ponta Porã,Perdido,294.95,2025-11-17,Concorrente
1663,2024-09-01,Consumidor Final (B2C),Ferramentas,Loja Física,Mariana Alves,Corumbá,Venda Fechada,273.4,2024-09-15,
1664,2024-04-30,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Ana Ribeiro,Ponta Porã,Perdido,365.98,2024-05-11,Desistência da compra
1665,2024-02-16,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Carlos Souza,Ponta Porã,Qualificado,358.54,,
1666,2024-09-19,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Mariana Alves,Ponta Porã,Perdido,335.83,2024-09-21,Concorrente
1667,2025-04-26,Consumidor Final (B2C),Eletrônicos,E-commerce,Carlos Souza,Dourados,Perdido,278.97,2025-04-27,Fora do orçamento (B2B)
1668,2024-03-27,Conta Corporativa (B2B),Casa e Decoração,Vendedor Externo (B2B),Carlos Souza,Dourados,Perdido,9516.56,2024-04-01,Prazo de entrega incompatível
1669,2024-05-14,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,Carlos Souza,Campo Grande,Perdido,244.28,2024-06-02,Desistência da compra
1670,2024-09-29,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,209.24,2024-10-06,
1671,2025-06-28,Consumidor Final (B2C),Móveis,Loja Física,Ana Ribeiro,Ponta Porã,Perdido,207.94,2025-07-12,Desistência da compra
1672,2025-09-17,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Rafael Torres,Campo Grande,Proposta Enviada,362.23,,
1673,2025-01-27,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,349.76,2025-02-18,
1674,2024-07-04,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Campo Grande,Perdido,211.17,2024-07-08,Preço
1675,2024-01-29,Conta Corporativa (B2B),Papelaria e Escritório,Indicação,Carlos Souza,Dourados,Perdido,8422.08,2024-01-30,Prazo de entrega incompatível
1676,2025-12-27,Consumidor Final (B2C),Eletrônicos,Indicação,Ana Ribeiro,Dourados,Venda Fechada,272.56,2025-12-31,
1677,2025-02-19,Consumidor Final (B2C),Móveis,Loja Física,João Pedro,Dourados,Perdido,296.85,2025-02-27,Fora do orçamento (B2B)
1678,2025-04-13,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Mariana Alves,Dourados,Venda Fechada,213.6,2025-05-04,
1679,2025-05-21,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Fernanda Lima,Dourados,Qualificado,372.27,,
1680,2024-08-08,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Dourados,Perdido,384.94,2024-08-20,Sem retorno
1681,2024-05-07,Consumidor Final (B2C),Ferramentas,Marketplace,Mariana Alves,Dourados,Venda Fechada,259.65,2024-05-08,
1682,2024-01-11,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),João Pedro,Campo Grande,Qualificado,306.37,,
1683,2025-02-18,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Dourados,Perdido,316.25,2025-03-07,Fora do orçamento (B2B)
1684,2024-12-12,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Ana Ribeiro,Campo Grande,Perdido,289.79,2024-12-30,Concorrente
1685,2025-07-12,Consumidor Final (B2C),Casa e Decoração,Indicação,Mariana Alves,Ponta Porã,Lead,501.08,,
1686,2025-02-06,Conta Corporativa (B2B),Moda e Vestuário,Indicação,Fernanda Lima,Campo Grande,Perdido,14539.35,2025-02-23,Desistência da compra
1687,2024-08-14,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Venda Fechada,298.52,2024-08-16,
1688,2025-09-16,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Campo Grande,Perdido,304.44,2025-09-22,Desistência da compra
1689,2024-01-14,Consumidor Final (B2C),Móveis,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,421.31,2024-01-18,
1690,2024-05-23,Conta Corporativa (B2B),Papelaria e Escritório,E-commerce,Fernanda Lima,Campo Grande,Qualificado,5125.78,,
1691,2024-09-30,Conta Corporativa (B2B),Brinquedos,Marketplace,João Pedro,Três Lagoas,Venda Fechada,7494.57,2024-10-21,
1692,2024-10-23,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Fernanda Lima,Dourados,Venda Fechada,340.29,2024-10-31,
1693,2025-06-07,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),Fernanda Lima,Ponta Porã,Venda Fechada,429.69,2025-06-25,
1694,2024-08-20,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Ana Ribeiro,Campo Grande,Venda Fechada,247.27,2024-08-30,
1695,2024-08-03,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Carlos Souza,Ponta Porã,Venda Fechada,398.18,2024-08-24,
1696,2025-08-26,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Fernanda Lima,Campo Grande,Venda Fechada,486.2,2025-09-21,
1697,2024-12-10,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Ponta Porã,Qualificado,449.99,,
1698,2025-12-16,Conta Corporativa (B2B),Papelaria e Escritório,Google Ads,Carlos Souza,Campo Grande,Venda Fechada,4820.71,2025-12-26,
